upc;filename;etat;gencod;prix_final;prix_base;nom;reference;id;short_description;quantite;manufacturer;categorie;unite;prix_unite;profondeur;weight;feature;minimal_quantity;;;
;centraleachatexport.com/41000-small_default/cruesli-chocolat-noir.jpg;1;3,16893E+12;34.9002;34.900200;Cruesli Chocolat noir;85084;18833;Cruesli Chocolat noir - QUAKER - La boite de 450g;10000;QUAKER;1,2,6261,6269,6343,6430,6948;12;12.000000;0.031200;0.450000;Conditionnement-La boite de 450g,Unité par carton-12,NB carton/palette-56,DLV Garantie-170,DLV Théorique-270,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41001-small_default/the-vert-fruits-rouges-gourmands.jpg;1;5,01433E+12;26.0136;26.013600;Thé Vert Fruits Rouges Gourmands;89722;18834;Thé Vert Fruits Rouges Gourmands - TETLEY - La boite de 20 sachets;10000;TETLEY;1,2,6261,6269,6342,6663,6948;12;12.000000;0.011424;0.030000;Conditionnement-La boite de 20 sachets,Unité par carton-12,NB carton/palette-84,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41002-small_default/the-vert-citron-vert-onctueux.jpg;1;5,01433E+12;26.0136;26.013600;Thé Vert Citron Vert Onctueux;89821;18835;Thé Vert Citron Vert Onctueux - TETLEY - La boite de 20 sachets;9999;TETLEY;1,2,6261,6269,6342,6663,6948;12;12.000000;0.011424;0.030000;Conditionnement-La boite de 20 sachets,Unité par carton-12,NB carton/palette-84,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41003-small_default/the-vert-orange-guarana.jpg;1;5,01433E+12;21.5424;21.542400;Thé Vert Orange & Guarana;89862;18836;Thé Vert Orange &amp; Guarana - TETLEY - La boite de 25 sachets;21.5424;TETLEY;1,2,6261,6269,6342,6663,6948;12;12.000000;0.012096;0.043000;Conditionnement-La boite de 25 sachets,Unité par carton-12,NB carton/palette-144,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;
;centraleachatexport.com/41004-small_default/the-london-blend.jpg;1;5,01433E+12;18.8712;18.871200;Thé London Blend;89888;18837;Thé London Blend  - TETLEY - La boite de 25 sachets;10000;TETLEY;1,2,6261,6269,6342,6663,6948;12;12.000000;0.007840;0.050000;Conditionnement-La boite de 25 sachets,Unité par carton-12,NB carton/palette-112,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41005-small_default/pate-a-tartiner-au-chocolat-nutella.jpg;1;3,01762E+12;39.7413;39.741300;Pâte à tartiner au chocolat Nutella;90548;18838;Pâte à tartiner au chocolat Nutella - FERRERO - Le pot de 825g;9983;FERRERO;1,2,6261,6269,6346,6591,6948;6;6.000000;0.008265;0.825000;Conditionnement-Le pot de 825g,Unité par carton-6,NB carton/palette-128,DLV Garantie-180,DLV Théorique-330,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41006-small_default/infusion-detox.jpg;1;3,04206E+12;30.807;30.807000;Infusion Détox;91363;18839;Infusion Détox - LA TISANIERE - La boite de de 25 sachets;9992;LA TISANIERE;1,2,6261,6269,6342,6663,6948;12;12.000000;0.011424;0.038000;Conditionnement-La boite de de 25 sachets,Unité par carton-12,NB carton/palette-72,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41007-small_default/infusion-drainage-et-elimination-au-pamplemousse.jpg;1;3,04206E+12;28.6092;28.609200;Infusion drainage et élimination au pamplemousse;91421;18840;Infusion drainage et élimination au pamplemousse - LA TISANIERE - La boite de de 25 sachets;9994;LA TISANIERE;1,2,6261,6269,6342,6663,6948;12;12.000000;0.011424;0.038000;Conditionnement-La boite de de 25 sachets,Unité par carton-12,NB carton/palette-72,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41008-small_default/the-noir-darjeeling.jpg;1;5,05595E+12;37.3068;37.306800;Thé noir Darjeeling;91504;18841;Thé noir Darjeeling - TWININGS - La boite de 25 sachets - 50 g;10000;TWININGS;1,2,6261,6269,6342,6663,6948;12;12.000000;0.011696;0.050000;Conditionnement-La boite de 25 sachets - 50 g,Unité par carton-12,NB carton/palette-72,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41009-small_default/the-original-earl-grey.jpg;1;5,05595E+12;45.4245;45.424500;Thé Original Earl Grey;91546;18842;Thé Original Earl Grey - TWININGS - La boite de de 50 sachets - 100 g;10000;TWININGS;1,2,6261,6269,6342,6663,6948;10;10.000000;0.019065;0.100000;Conditionnement-La boite de de 50 sachets - 100 g,Unité par carton-10,NB carton/palette-42,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41010-small_default/the-rich-earl-grey.jpg;1;8,7121E+12;24.2514;24.251400;Thé Rich Earl Grey;91561;18843;Thé Rich Earl Grey - LIPTON - La boite de 25 sachets;9997;LIPTON;1,2,6261,6269,6342,6663,6948;12;12.000000;0.009000;0.040000;Conditionnement-La boite de 25 sachets,Unité par carton-12,NB carton/palette-105,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41011-small_default/the-rich-earl-grey.jpg;1;8,7121E+12;37.3245;37.324500;Thé Rich Earl Grey;91587;18844;Thé Rich Earl Grey - LIPTON - La boite de 50 sachets;10000;LIPTON;1,2,6261,6269,6342,6663,6948;10;10.000000;0.013224;0.080000;Conditionnement-La boite de 50 sachets,Unité par carton-10,NB carton/palette-64,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41012-small_default/delicate-english-breakfast.jpg;1;8,7121E+12;22.2444;22.244400;Delicate english breakfast;96644;18845;Delicate english breakfast - LIPTON - La boite de de 25 sachets - 37,5  g;9997;LIPTON;1,2,6261,6269,6342,6663,6948;12;12.000000;0.007770;0.038000;Conditionnement-La boite de de 25 sachets - 37,5  g,Unité par carton-12,NB carton/palette-105,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41013-small_default/infusion-bio-verveine-menthe.jpg;1;8,7141E+12;32.2092;32.209200;Infusion bio verveine menthe;97303;18846;Infusion bio verveine menthe - ELEPHANT  - La boite de 20 sachets;9999;ELEPHANT ;1,2,6261,6269,6342,6663,6948;12;12.000000;0.007400;0.026000;Conditionnement-La boite de 20 sachets,Unité par carton-12,NB carton/palette-108,DLV Garantie-120,DLV Théorique-360,Produits bio-Oui,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41014-small_default/infusion-bio-verveine.jpg;1;8,7141E+12;32.2092;32.209200;Infusion bio verveine;97329;18847;Infusion bio verveine - ELEPHANT  - La boite de 20 sachets;9998;ELEPHANT ;1,2,6261,6269,6342,6663,6948;12;12.000000;0.007400;0.006000;Conditionnement-La boite de 20 sachets,Unité par carton-12,NB carton/palette-108,DLV Garantie-120,DLV Théorique-360,Produits bio-Oui,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41015-small_default/chocolat-creation-le-rocher-noir.jpg;1;3,04692E+12;34.5492;34.549200;Chocolat création le rocher noir;101188;18848;Chocolat création le rocher noir - LINDT - La tablette de 150 g;9998;LINDT;1,2,6261,6269,6345,6462,6948;14;14.000000;0.003800;0.150000;Conditionnement-La tablette de 150 g,Unité par carton-14,NB carton/palette-260,DLV Garantie-120,DLV Théorique-270,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41016-small_default/chocolat-creation-le-rocher-lait.jpg;1;3,04692E+12;34.5492;34.549200;Chocolat création le rocher lait;101287;18849;Chocolat création le rocher lait - LINDT - La tablette de 150 g;9998;LINDT;1,2,6261,6269,6344,6948;14;14.000000;0.003800;0.150000;Conditionnement-La tablette de 150 g,Unité par carton-14,NB carton/palette-260,DLV Garantie-120,DLV Théorique-270,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41017-small_default/chocolat-creation-creme-brulee.jpg;1;3,04692E+12;34.5492;34.549200;Chocolat création crème brulée;101329;18850;Chocolat création crème brulée - LINDT - La tablette de 150 g;9997;LINDT;1,2,6261,6269,6344,6948;14;14.000000;0.003800;0.150000;Conditionnement-La tablette de 150 g,Unité par carton-14,NB carton/palette-260,DLV Garantie-120,DLV Théorique-270,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41018-small_default/chocolat-noir-bio-70.jpg;1;7,62221E+12;34.0767;34.076700;Chocolat noir bio 70%;102103;18851;Chocolat noir bio 70% - CÔTE D'OR - La tablette de 90 g;9999;CÔTE D'OR;1,2,6261,6269,6344,6948;18;18.000000;0.004750;0.090000;Conditionnement-La tablette de 90 g,Unité par carton-18,NB carton/palette-300,DLV Garantie-120,DLV Théorique-240,Produits bio-Oui,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41019-small_default/chocolat-a-cuisiner-70-cacao.jpg;1;3,04692E+12;31.98;31.980000;Chocolat à cuisiner 70 % Cacao;102244;18852;Chocolat à cuisiner 70 % Cacao - LINDT - La tablette de 180 g;9999;LINDT;1,2,6261,6269,6344,6948;13;13.000000;0.003800;0.180000;Conditionnement-La tablette de 180 g,Unité par carton-13,NB carton/palette-260,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41020-small_default/chocolat-lait-noisettes.jpg;1;3,04514E+12;41.2668;41.266800;Chocolat lait noisettes;103564;18853;Chocolat lait noisettes - CÔTE D'OR - le paquet de 10 pièces - 200 g;9997;CÔTE D'OR;1,2,6261,6269,6344,6948;12;12.000000;0.017600;0.200000;Conditionnement-le paquet de 10 pièces - 200 g,Unité par carton-12,NB carton/palette-72,DLV Garantie-180,DLV Théorique-240,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41021-small_default/chocolat-creation-lait-caramel.jpg;1;3,04692E+12;32.2497;32.249700;Chocolat creation lait caramel;105684;18854;Chocolat creation lait caramel - LINDT - La tablette de 150 g;9999;LINDT;1,2,6261,6269,6344,6948;14;14.000000;0.003800;0.150000;Conditionnement-La tablette de 150 g,Unité par carton-14,NB carton/palette-260,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41022-small_default/chocolat-noir-aux-noisettes-entieres-les-grandes.jpg;1;7,6104E+12;49.30185;49.301850;"Chocolat noir aux noisettes entières ""Les grandes""";105700;18855;"Chocolat noir aux noisettes entières ""Les grandes"" - LINDT - La tablette de 120 g";9997;LINDT;1,2,6261,6269,6344,6948;13;13.000000;0.003800;0.150000;Conditionnement-La tablette de 120 g,Unité par carton-13,NB carton/palette-180,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41025-small_default/barres-chocolatees-noisettes.jpg;1;7,62221E+12;31.3248;31.324800;Barres chocolatées noisettes;106625;18856;Barres chocolatées noisettes - MILKA - Les 5 barres de 31,5g;9998;MILKA;1,2,6261,6269,6344,6948;16;16.000000;0.009000;0.157000;Conditionnement-Les 5 barres de 31,5g,Unité par carton-16,NB carton/palette-96,DLV Garantie-180,DLV Théorique-270,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41026-small_default/barres-chocolatees-oreo.jpg;1;7,62221E+12;23.0919;23.091900;Barres chocolatées Oreo;106641;18857;Barres chocolatées Oreo - MILKA - Les 5 barres de 37g;9994;MILKA;1,2,6261,6269,6344,6948;13;13.000000;0.009000;0.185000;Conditionnement-Les 5 barres de 37g,Unité par carton-13,NB carton/palette-105,DLV Garantie-180,DLV Théorique-210,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/42068-small_default/betises-de-cambrai.jpg;1;3,25856E+12;19.4202;19.420200;Bétises de Cambrai;106906;18858;<p>Bétises de Cambrai - LES DELIOCES DE BELLE France - Le sachet 200g</p>;9999;LES DELICES DE BELLE FRANCE;2,6261,6269,6345,6433,6948;12;12.000000;0.012240;0.200000;Conditionnement-Le sachet 200g,Unité par carton-12,NB carton/palette-72,DLV Garantie-180,DLV Théorique-330,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -oui;1;;;
;centraleachatexport.com/41029-small_default/caramel-magnificat.jpg;1;46066600051;12.258;12.258000;Caramel magnificat;111021;18860;Caramel magnificat - LUTTI - Le sachet de 250g;9998;LUTTI;1,2,6261,6269,6345,6433,6948;12;12.000000;0.008448;0.150000;Conditionnement-Le sachet de 250g,Unité par carton-12,NB carton/palette-144,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41030-small_default/fondant-aux-2-menthes-menthise.jpg;1;46066600068;12.258;12.258000;Fondant aux 2 menthes, menthise;111062;18861;Fondant aux 2 menthes, menthise - LUTTI - Le sachet de 250g;9998;LUTTI;1,2,6261,6269,6345,6433,6948;12;12.000000;0.008448;0.125000;Conditionnement-Le sachet de 250g,Unité par carton-12,NB carton/palette-144,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41031-small_default/arlequin-original.jpg;1;3,11674E+12;12.258;12.258000;Arlequin original;111203;18862;Arlequin original - LUTTI - Le sachet de 150g;9999;LUTTI;1,2,6261,6269,6345,6433,6948;12;12.000000;0.008448;0.150000;Conditionnement-Le sachet de 150g,Unité par carton-12,NB carton/palette-144,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41032-small_default/bonbons-saveur-seve-de-pin.jpg;1;3,27261E+12;34.074;34.074000;Bonbons saveur Sève de Pin;111344;18863;Bonbons saveur Sève de Pin - CROIBLEU - Le sachet 250g;10000;CROIBLEU;1,2,6261,6269,6345,6433,6948;20;20.000000;0.019440;0.250000;Conditionnement-Le sachet 250g,Unité par carton-20,NB carton/palette-52,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41033-small_default/mrfreeze-standard-classic.jpg;1;5,01106E+12;26.86335;26.863350;"Mr.Freeze Standard ""Classic""";112201;18864;"Mr.Freeze Standard ""Classic"" - Mr.Freeze - La boite de 150x50ml";10000;MR.FREEZE;1,2,6261,6269,6345,6433,6948;1;1.000000;0.011520;0.000000;Conditionnement-La boite de 150x50ml,Unité par carton-1,NB carton/palette-84,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41034-small_default/mrfreeze-genorme.jpg;1;5,01106E+12;37.54305;37.543050;"Mr.Freeze ""Génorme""";112227;18865;"Mr.Freeze ""Génorme"" - Mr.Freeze - La boite de 70x150ml";10000;MR.FREEZE;1,2,6261,6269,6345,6433,6948;1;1.000000;0.015876;0.000000;Conditionnement-La boite de 70x150ml,Unité par carton-1,NB carton/palette-72,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41037-small_default/bonbons-play-pik.jpg;1;3,10322E+12;67.2624;67.262400;Bonbons Play & Pik;115584;18867;Bonbons Play &amp; Pik - Haribo - Le sachet de 360g;67.2624;HARIBO;1,2,6261,6269,6345,6433,6948;24;24.000000;0.054120;0.360000;Conditionnement-Le sachet de 360g,Unité par carton-24,NB carton/palette-28,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;
;centraleachatexport.com/41038-small_default/chamallows-choco.jpg;1;3,10322E+12;24.2256;24.225600;Chamallows choco;118729;18868;Chamallows choco - Haribo - Le paquet de 160g;10000;HARIBO;1,2,6261,6269,6345,6462,6948;14;14.000000;0.020358;0.160000;Conditionnement-Le paquet de 160g,Unité par carton-14,NB carton/palette-80,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41039-small_default/l-ours-d-or.jpg;1;3,10322E+12;45;45.000000;L'ours d'or;120063;18869;L'ours d'or - Haribo - Le sachet de 300g;9997;HARIBO;1,2,6261,6269,6345,6462,6948;30;30.000000;0.021600;0.300000;Conditionnement-Le sachet de 300g,Unité par carton-30,NB carton/palette-64,DLV Garantie-180,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41040-small_default/biscuit-sable-fourre-double-chocolate.jpg;1;8,0331E+12;22.5846;22.584600;Biscuit sablé fourré Double Chocolate;122549;18870;Biscuit sablé fourré Double Chocolate - GRISBI - Le paquet 150g;10000;GRISBI;1,2,6261,6269,6341,6428,6948;12;12.000000;0.013110;0.150000;Conditionnement-Le paquet 150g,Unité par carton-12,NB carton/palette-112,DLV Garantie-120,DLV Théorique-240,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41041-small_default/biscuit-sable-fourre-citron-et-creme.jpg;1;8,0331E+12;22.5846;22.584600;Biscuit sablé fourré citron et crème;122606;18871;Biscuit sablé fourré citron et crème  - GRISBI - Le paquet 150g;10000;GRISBI;1,2,6261,6269,6341,6427,6948;12;12.000000;0.013110;0.150000;Conditionnement-Le paquet 150g,Unité par carton-12,NB carton/palette-112,DLV Garantie-120,DLV Théorique-240,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41042-small_default/bonbons-geleifies-assortiment-festif.jpg;1;3,25856E+12;10.458;10.458000;"Bonbons géléïfiés ""Assortiment festif""";123521;18872;"Bonbons géléïfiés ""Assortiment festif""  - BELLE FRANCE - Le sachet 200g";9985;BELLE FRANCE;1,2,6261,6269,6345,6433,6948;12;12.000000;0.010752;0.200000;Conditionnement-Le sachet 200g,Unité par carton-12,NB carton/palette-84,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -oui;1;;;
;centraleachatexport.com/41043-small_default/bonbons-tetines-geleeifiees.jpg;1;3,25856E+12;11.1402;11.140200;Bonbons Tétines géléeifiées;123547;18873;Bonbons Tétines géléeifiées - BELLE FRANCE - Le sachet 200g;9989;BELLE FRANCE;1,2,6261,6269,6345,6433,6948;12;12.000000;0.010752;0.200000;Conditionnement-Le sachet 200g,Unité par carton-12,NB carton/palette-84,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -oui;1;;;
;centraleachatexport.com/41044-small_default/bonbons-geleeifiees-lucioles.jpg;1;3,25856E+12;11.1402;11.140200;Bonbons  géléeifiées Lucioles;123562;18874;Bonbons  géléeifiées Lucioles - BELLE FRANCE - Le sachet 200g;9994;BELLE FRANCE;1,2,6261,6269,6345,6433,6948;12;12.000000;0.010752;0.200000;Conditionnement-Le sachet 200g,Unité par carton-12,NB carton/palette-84,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -oui;1;;;
;centraleachatexport.com/41045-small_default/spicy-pik.jpg;1;3,10322E+12;43.4835;43.483500;Spicy pik;123588;18875;Spicy pik - Haribo - Le sachet de 200g;9998;HARIBO;1,2,6261,6269,6345,6433,6948;30;30.000000;0.021600;0.200000;Conditionnement-Le sachet de 200g,Unité par carton-30,NB carton/palette-72,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41046-small_default/chewing-gum-max-parfum-menthe-verte.jpg;1;7,62221E+12;75.6945;75.694500;Chewing-gum Max parfum menthe verte;144584;18876;Chewing-gum Max parfum menthe verte - Hollywood - Les 3 paquets de 20g;9996;HOLLYWOOD;1,2,6261,6269,6345,6433,6948;30;30.000000;0.008100;0.060000;Conditionnement-Les 3 paquets de 20g,Unité par carton-30,NB carton/palette-126,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41047-small_default/amandes-bio-en-poudre.jpg;1;3,17914E+12;43.6245;43.624500;Amandes bio en poudre;152009;18877;Amandes bio en poudre - VAHINÉ - Le sachet de 100g;10000;VAHINE;1,2,6261,6269,6349,6391,6948;10;10.000000;0.010080;0.100000;Conditionnement-Le sachet de 100g,Unité par carton-10,NB carton/palette-76,DLV Garantie-120,DLV Théorique-270,Produits bio-Oui,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41048-small_default/noix-de-coco-bio-rapee.jpg;1;3,17914E+12;23.052;23.052000;Noix de coco bio rapée;152066;18878;Noix de coco bio rapée - VAHINÉ - Le sachet de 115g;9999;VAHINE;1,2,6261,6269,6349,6391,6948;10;10.000000;0.010080;0.115000;Conditionnement-Le sachet de 115g,Unité par carton-10,NB carton/palette-76,DLV Garantie-120,DLV Théorique-270,Produits bio-Oui,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41049-small_default/sucre-a-la-vanille-bourbon-bio.jpg;1;3,17914E+12;59.493;59.493000;Sucre à la vanille bourbon bio;152124;18879;Sucre à la vanille bourbon bio - VAHINÉ -;10000;VAHINE;1,2,6261,6269,6349,6391,6948;20;20.000000;0.002170;0.035000;Unité par carton-20,NB carton/palette-392,DLV Garantie-250,DLV Théorique-500,Produits bio-Oui,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41050-small_default/pepites-de-chocolat-noir-bio-50.jpg;1;3,17914E+12;25.641;25.641000;Pépites de chocolat noir bio, 50%;152421;18880;Pépites de chocolat noir bio, 50% - VAHINÉ - Le sachet de 100g;9999;VAHINE;1,2,6261,6269,6349,6391,6948;10;10.000000;0.010080;0.100000;Conditionnement-Le sachet de 100g,Unité par carton-10,NB carton/palette-76,DLV Garantie-250,DLV Théorique-500,Produits bio-Oui,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41051-small_default/nappage-aux-fruits-rouges.jpg;1;3,17914E+12;11.1123;11.112300;Nappage aux fruits rouges;156281;18881;Nappage aux fruits rouges - VAHINÉ - Le flacon de 165g;9999;VAHINE;1,2,6261,6269,6346,6591,6948;6;6.000000;0.002464;0.165000;Conditionnement-Le flacon de 165g,Unité par carton-6,NB carton/palette-204,DLV Garantie-120,DLV Théorique-330,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41052-small_default/gousse-vanille.jpg;1;3,17914E+12;61.9758;61.975800;Gousse vanille;156406;18882;Gousse vanille - VAHINÉ -;9988;VAHINE;1,2,6261,6269,6349,6391,6948;12;12.000000;0.001900;0.001000;Unité par carton-12,NB carton/palette-540,DLV Garantie-200,DLV Théorique-300,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41053-small_default/lait-matin-leger-au-chocolat-au-lait.jpg;1;3,42827E+12;7.8534;7.853400;Lait Matin Léger au chocolat au lait;163642;18883;Lait Matin Léger au chocolat au lait - LACTEL - La bouteille 50cl;9999;LACTEL;1,2,6261,6266,6271,6298,6743;6;6.000000;0.008500;0.000000;Conditionnement-La bouteille 50cl,Unité par carton-6,NB carton/palette-216,DLV Garantie-60,DLV Théorique-100,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41055-small_default/couscous-grain-moyen-sachet-cuisson.jpg;1;3,25856E+12;11.0844;11.084400;Couscous grain moyen sachet cuisson;165266;18885;Couscous grain moyen sachet cuisson - BELLE FRANCE - La boite de 5 sachetsx100g;9977;BELLE FRANCE;1,2,6261,6268,6467,6940,6948;12;12.000000;0.018837;0.500000;Conditionnement-La boite de 5 sachetsx100g,Unité par carton-12,NB carton/palette-70,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -oui;1;;;
;centraleachatexport.com/41056-small_default/couscous-grain-fin-cuit-en-5mn.jpg;1;3,25856E+12;9.2646;9.264600;"Couscous grain fin ""cuit en 5mn""";165282;18886;"Couscous grain fin ""cuit en 5mn"" - BELLE FRANCE - La boite 500g";9868;BELLE FRANCE;1,2,6261,6268,6467,6940,6948;12;12.000000;0.010064;0.500000;Conditionnement-La boite 500g,Unité par carton-12,NB carton/palette-112,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -oui;1;;;
;centraleachatexport.com/41058-small_default/couscous-grain-moyen.jpg;1;3,25856E+12;7.6446;7.644600;Couscous grain moyen;165522;18888;Couscous grain moyen - BELLE FRANCE - La boite 500g;9695;BELLE FRANCE;1,2,6261,6268,6467,6940,6948;6;6.000000;0.008640;1.000000;Conditionnement-La boite 500g,Unité par carton-6,NB carton/palette-114,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -oui;1;;;
;centraleachatexport.com/41059-small_default/pates-farfalle.jpg;1;8,00125E+12;40.7736;40.773600;Pâtes Farfalle;170845;18889;Pâtes Farfalle - De Cecco - Le sachet de 500g;10000;DE CECCO;1,2,6261,6268,6336,6589,6948;24;24.000000;0.047250;0.500000;Conditionnement-Le sachet de 500g,Unité par carton-24,NB carton/palette-18,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/42074-small_default/3-paquets-de-gnocchi-pomme-de-terre.jpg;1;8,00125E+12;30.429;30.429000;3 paquets de Gnocchi pomme de Terre;170860;18890;<p>3 paquets de Gnocchi pomme de Terre - De Cecco - 3 sachets de 500 g</p>;10000;DE CECCO;2,6261,6268,6336,6589,6948;12;12.000000;0.013600;0.500000;Conditionnement-3 sachets de 500 g,Unité par carton-12,NB carton/palette-112,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41061-small_default/penne-rigate-41.jpg;1;8,00125E+12;36.2268;36.226800;Penne rigate 41;170886;18891;Penne rigate 41 - De Cecco - Le paquet de 500g;10000;DE CECCO;1,2,6261,6268,6336,6589,6948;24;24.000000;0.037944;0.500000;Conditionnement-,Unité par carton-24,NB carton/palette-21,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
;centraleachatexport.com/41062-small_default/pates-alimentaires-orecchiette-n91.jpg;1;8,00125E+12;40.7736;40.773600;Pâtes alimentaires orecchiette n°91;170902;18892;Pâtes alimentaires orecchiette n°91 - De Cecco - Le paquet de 500g;10000;DE CECCO;1,2,6261,6268,6336,6589,6948;24;24.000000;0.035496;0.500000;Conditionnement-Le paquet de 500g,Unité par carton-24,NB carton/palette-21,DLV Garantie-120,DLV Théorique-360,Produits bio-Non,Produits nouveaux-Oui,Produits belle france -Non;1;;;
